Post code;City name;Sub-region code(Optional)
26560;SEDERON;26
26600;SERVES SUR RHONE;26
26130;SOLERIEUX;26
26160;SOUSPIERRE;26
26400;SOYANS;26
26790;SUZE LA ROUSSE;26
26400;SUZE;26
26600;TAIN L HERMITAGE;26
26770;TAULIGNAN;26
26390;TERSANNE;26
26220;TEYSSIERES;26
26460;LES TONILS;26
26160;LA TOUCHE;26
26740;LES TOURRETTES;26
26410;TRESCHENU CREYERS;26
26750;TRIORS;26
26460;TRUINAS;26
26790;TULETTE;26
26120;UPIE;26
26150;VACHERES EN QUINT;26
26230;VALAURIE;26
26310;VALDROME;26
26000;VALENCE;26
26110;VALOUSE;26
26420;VASSIEUX EN VERCORS;26
26400;VAUNAVEYS LA ROCHETTE;26
26600;VEAUNES;26
26110;VENTEROL;26
26340;VERCHENY;26
26510;VERCLAUSE;26
26170;VERCOIRAN;26
26340;VERONNE;26
26560;VERS SUR MEOUGE;26
26220;VESC;26
05700;VILLEBOIS LES PINS;57
26560;VILLEFRANCHE LE CHATEAU;26
26510;VILLEPERDRIX;26
26110;VINSOBRES;26
26470;VOLVENT;26
26600;GRANGES LES BEAUMONT;26
26600;GERVANS;26
26300;JAILLANS;26
26300;ST VINCENT LA COMMANDERIE;26
26140;CREUX DE LA THINE;26
26740;DERBIERES;26
26120;FAUCONNIERES;26
26800;LA PAILLASSE;26
26190;LA VACHERIE;26
26730;L ECANCIERE;26
26420;LES BARRAQUES EN VERCORS;26
26250;LES PETITS ROBINS;26
26270;LES REYS DE SAULCE;26
26740;L HOMME D ARMES;26
26120;PARLANGES;26
26300;PIZANCON;26
26300;ST DIDIER DE CHARPEY;26
26420;COL DE ROUSSET;26
26420;ROUSSET EN VERCORS;26
27800;ACLOU;27
27570;ACON;27
27400;ACQUIGNY;27
27120;AIGLEVILLE;27
27600;AILLY;27
27500;AIZIER;27
27410;AJOU;27
27460;ALIZAY;27
27250;AMBENAY;27
27140;AMECOURT;27
27370;AMFREVILLE LA CAMPAGNE;27
27380;AMFREVILLE LES CHAMPS;27
27380;AMFREVILLE SOUS LES MONTS;27
27400;AMFREVILLE SUR ITON;27
27430;ANDE;27
27700;LES ANDELYS;27
27930;ANGERVILLE LA CAMPAGNE;27
27290;APPEVILLE ANNEBAULT;27
27820;ARMENTIERES SUR AVRE;27
27180;ARNIERES SUR ITON;27
27260;ASNIERES;27
27940;AUBEVOYE;27
27180;AULNAY SUR ITON;27
27240;LE RONCENAY AUTHENAY;27
27490;AUTHEUIL AUTHOUILLET;27
27420;AUTHEVERNES;27
27220;LES AUTHIEUX;27
27290;AUTHOU;27
27490;AUTHOUILLET;27
27250;AUVERGNY;27
27930;AVIRON;27
27240;AVRILLY;27
27930;BACQUEPUIS;27
27440;BACQUEVILLE;27
27260;BAILLEUL LA VALLEE;27
27130;BALINES;27
27170;BARC;27
27130;LES BARILS;27
27310;BARNEVILLE SUR SEINE;27
27170;BARQUET;27
27330;LA BARRE EN OUCHE;27
27230;BARVILLE;27
27160;LES BAUX DE BRETEUIL;27
27180;LES BAUX STE CROIX;27
27140;BAZINCOURT SUR EPTE;27
27230;BAZOQUES;27
27190;BEAUBRAY;27
27480;BEAUFICEL EN LYONS;27
27410;BEAUMESNIL;27
27170;BEAUMONTEL;27
27170;BEAUMONT LE ROGER;27
27800;LE BEC HELLOUIN;27
27370;LE BEC THOMAS;27
27160;BEMECOURT;27
27110;BERENGEVILLE LA CAMPAGNE;27
27300;BERNAY;27
27180;BERNIENVILLE;27
27700;BERNIERES SUR SEINE;27
27660;BERNOUVILLE;27
27630;BERTHENONVILLE;27
27800;BERTHOUVILLE;27
27520;BERVILLE EN ROUMOIS;27
27170;BERVILLE LA CAMPAGNE;27
27210;BERVILLE SUR MER;27
27210;BEUZEVILLE;27
27480;BEZU LA FORET;27
27660;BEZU ST ELOI;27
27330;BOIS ANZERAY;27
27250;BOIS ARNAULT;27
27150;BOISEMONT;27
27260;LE BOIS HELLAIN;27
27620;BOIS JEROME ST OUEN;27
27220;BOIS LE ROI;27
27800;BOISNEY;27
27330;BOIS NORMAND PRES LYRE;27
27120;BOISSET LES PREVANCHES;27
27520;BOISSEY LE CHATEL;27
27220;LA BOISSIERE;27
27300;BOISSY LAMBERVILLE;27
27240;BOISSY SUR DAMVILLE;27
27120;BONCOURT;27
27190;LA BONNEVILLE SUR ITON;27
27290;BONNEVILLE APTOT;27
27520;BOSC BENARD COMMIN;27
27310;BOSC BENARD CRESCY;27
27520;BOSCHERVILLE;27
27270;LE BOSC MOREL;27
27330;BOSC RENOULT EN OUCHE;27
27520;BOSC RENOULT EN ROUMOIS;27
27670;BOSC ROGER EN ROUMOIS;27
27310;BOSGOUET;27
27520;BOSGUERARD DE MARCOUVILLE;27
27670;BOSNORMAND;27
27480;BOSQUENTIN;27
27800;BOSROBERT;27
27250;LES BOTTEREAUX;27
27700;BOUAFLES;27
27150;BOUCHEVILLIERS;27
27930;LE BOULAY MORIN;27
27210;BOULLEVILLE;27
27500;BOUQUELON;27
27310;BOUQUETOT;27
27310;BOURG ACHARD;27
27380;BOURG BEAUDOIN;27
27520;BOURGTHEROULDE INFREVILLE;27
27230;BOURNAINVILLE FAVEROLLES;27
27500;BOURNEVILLE;27
27580;BOURTH;27
27170;BRAY;27
27350;BRESTOT;27
27220;BRETAGNOLLES;27
27160;BRETEUIL;27
27800;BRETIGNY;27
27640;BREUILPONT;27
27570;BREUX SUR AVRE;27
27800;BRIONNE;27
27270;BROGLIE;27
27930;BROSVILLE;27
27730;BUEIL;27
27190;BUREY;27
27630;BUS ST REMY;27
27420;CAHAIGNES;27
27120;CAILLOUET ORGEVILLE;27
27490;CAILLY SUR EURE;27
27800;CALLEVILLE;27
27500;CAMPIGNY;27
27400;CANAPPEVILLE;27
27420;CANTIERS;27
27300;CAORCHES ST NICOLAS;27
27270;CAPELLES LES GRANDS;27
27300;CARSIX;27
27180;CAUGE;27
27310;CAUMONT;27
27350;CAUVERVILLE EN ROUMOIS;27
27110;CESSEVILLE;27
27120;CHAIGNES;27
27580;CHAISE DIEU DU THEIL;27
27270;CHAMBLAC;27
27250;CHAMBORD;27
27120;CHAMBRAY;27
27190;CHAMP DOLENT;27
27600;CHAMPENARD;27
27330;CHAMPIGNOLLES;27
27220;CHAMPIGNY LA FUTELAYE;27
27240;CHANTELOUP;27
27260;LA CHAPELLE BAYVEL;27
27930;LA CHAPELLE DU BOIS DES F;27
27270;LA CHAPELLE GAUTHIER;27
27230;LA CHAPELLE HARENG;27
27950;LA CHAPELLE REANVILLE;27
27380;CHARLEVAL;27
27420;CHATEAU SUR EPTE;27
27150;CHAUVINCOURT PROVEMONT;27
27220;CHAVIGNY BAILLEUL;27
27820;CHENNEBRUN;27
27250;CHERONVILLIERS;27
27160;LE CHESNE;27
27930;CIERREY;27
27160;CINTRAY;27
27630;CIVIERES;27
27180;CLAVILLE;27
27190;COLLANDRES QUINCARNON;27
27500;COLLETOT;27
27170;COMBON;27
27190;CONCHES EN OUCHE;27
27160;CONDE SUR ITON;27
27290;CONDE SUR RISLE;27
27430;CONNELLES;27
27210;CONTEVILLE;27
27260;CORMEILLES;27
27120;LE CORMIER;27
27240;CORNEUIL;27
27300;CORNEVILLE LA FOUQUETIERE;27
27500;CORNEVILLE SUR RISLE;27
27700;CORNY;27
27150;COUDRAY;27
27220;COUDRES;27
27240;COULONGES;27
27300;COURBEPINE;27
27940;COURCELLES SUR SEINE;27
27320;COURDEMANCHE;27
27130;COURTEILLES;27
27750;LA COUTURE BOUSSEY;27
27400;CRASVILLE;27
27110;CRESTOT;27
27240;CRETON;27
27110;CRIQUEBEUF LA CAMPAGNE;27
27340;CRIQUEBEUF SUR SEINE;27
27190;LA CROISILLE;27
27120;CROISY SUR EURE;27
27490;LA CROIX ST LEUFROY;27
27110;CROSVILLE LA VIEILLE;27
28520;CROTH;28
27700;CUVERVILLE;27
27160;DAME MARIE;27
27340;LES DAMPS;27
27630;DAMPSMESNIL;27
27240;DAMVILLE;27
27720;DANGU;27
27930;DARDEZ;27
27110;DAUBEUF LA CAMPAGNE;27
27430;DAUBEUF PRES VATTEVILLE;27
27120;DOUAINS;27
27150;DOUDEAUVILLE EN VEXIN;27
27380;DOUVILLE SUR ANDELLE;27
27320;DROISY;27
27230;DRUCOURT;27
27230;DURANVILLE;27
27290;ECAQUELON;27
27170;ECARDENVILLE LA CAMPAGNE;27
27490;ECARDENVILLE SUR EURE;27
27110;ECAUVILLE;27
27630;ECOS;27
27440;ECOUIS;27
27110;ECQUETOT;27
27930;EMALLEVILLE;27
27190;EMANVILLE;27
27260;EPAIGNES;27
27110;EPEGARD;27
27730;EPIEDS;27
27330;EPINAY;27
27560;EPREVILLE EN LIEUVIN;27
27310;EPREVILLE EN ROUMOIS;27
27110;EPREVILLE PRES LE NEUBOUR;27
27240;LES ESSARTS;27
27150;ETREPAGNY;27
27350;ETREVILLE;27
27350;ETURQUERAYE;27
27000;EVREUX;27
27530;EZY SUR EURE;27
27120;FAINS;27
27150;FARCEAUX;27
27210;FATOUVILLE GRESTAIN;27
27930;FAUVILLE;27
27190;FAVEROLLES LA CAMPAGNE;27
27230;FAVEROLLES LES MARES;27
27230;LE FAVRIL;27
27190;FERRIERES HAUT CLOCHER;27
27270;FERRIERES ST HILAIRE;27
27760;LA FERRIERE SUR RISLE;27
27110;FEUGUEROLLES;27
27190;LE FIDELAIRE;27
27210;FIQUEFLEUR EQUAINVILLE;27
27310;FLANCOURT CATELON;27
27480;FLEURY LA FORET;27
27380;FLEURY SUR ANDELLE;27
27380;FLIPOU;27
27230;FOLLEVILLE;27
27600;FONTAINE BELLENGER;27
27490;FONTAINE HEUDEBOURG;27
27300;FONTAINE L ABBE;27
27230;FONTAINE LA LOUVET;27
27550;FONTAINE LA SORET;27
27120;FONTAINE SOUS JOUY;27
27510;FONTENAY;27
27220;LA FORET DU PARC;27
27510;FORET LA FOLIE;27
27210;FORT MOVILLE;27
27220;FOUCRAINVILLE;27
27210;FOULBEC;27
27370;FOUQUEVILLE;27
27630;FOURGES;27
27500;FOURMETOT;27
27630;FOURS EN VEXIN;27
27160;FRANCHEVILLE;27
27800;FRANQUEVILLE;27
27290;FRENEUSE SUR RISLE;27
27190;LE FRESNE;27
27260;FRESNE CAUVERVILLE;27
27700;FRESNE L ARCHEVEQUE;27
27220;FRESNEY;27
27250;LES FRETILS;27
27120;GADENCOURT;27
27440;GAILLARDBOIS CRESSENVILLE;27
27600;GAILLON;27
27150;GAMACHES EN VEXIN;27
27220;GARENCIERES;27
27780;GARENNES SUR EURE;27
27620;GASNY;27
27930;GAUCIEL;27
27190;GAUDREVILLE LA RIVIERE;27
27930;GAUVILLE LA CAMPAGNE;27
27330;GISAY LA COUDRE;27
27140;GISORS;27
27620;GIVERNY;27
27560;GIVERVILLE;27
27190;GLISOLLES;27
27290;GLOS SUR RISLE;27
27390;LA GOULAFRIERE;27
27170;GOUPILLIERES;27
27580;GOURNAY LE GUERIN;27
27410;GOUTTIERES;27
27240;GOUVILLE;27
27380;GRAINVILLE;27
27270;GRAND CAMP;27
27410;GRANDCHAIN;27
27240;GRANDVILLIERS;27
27110;GRAVERON SEMERVILLE;27
27930;GRAVIGNY;27
27170;GROSLEY SUR RISLE;27
27220;GROSSOEUVRE;27
27370;LE GROS THEIL;27
27160;GUERNANVILLE;27
27720;GUERNY;27
27160;LA GUEROULDE;27
27930;GUICHAINVILLE;27
27700;GUISENIERS;27
27510;GUITRY;27
27220;L HABIT;27
27150;HACQUEVILLE;27
27800;HARCOURT;27
27120;HARDENCOURT COCHEREL;27
27370;LA HARENGERE;27
27630;HARICOURT;27
27700;HARQUENCY;27
27350;HAUVILLE;27
27350;LA HAYE AUBREE;27
27800;LA HAYE DE CALLEVILLE;27
27350;LA HAYE DE ROUTOT;27
27370;LA HAYE DU THEIL;27
27400;LA HAYE LE COMTE;27
27400;LA HAYE MALHERBE;27
27330;LA HAYE ST SYLVESTRE;27
27150;HEBECOURT;27
27800;HECMANVILLE;27
27120;HECOURT;27
27110;HECTOMARE;27
27240;HELLENVILLIERS;27
27700;HENNEZIS;27
27430;HERQUEVILLE;27
27630;HEUBECOURT HARICOURT;27
27400;HEUDEBOUVILLE;27
27860;HEUDICOURT;27
27230;HEUDREVILLE EN LIEUVIN;27
27400;HEUDREVILLE SUR EURE;27
27950;LA HEUNIERE;27
27700;HEUQUEVILLE;27
27910;LES HOGUES;27
27400;HONDOUVILLE;27
27310;HONGUEMARE GUENOUVILLE;27
27570;L HOSMES;27
27400;HOUETTEVILLE;27
27120;HOULBEC COCHEREL;27
27370;HOULBEC PRES LE GROS THEI;27
27410;LA HOUSSAYE;27
27440;HOUVILLE EN VEXIN;27
27930;HUEST;27
27460;IGOVILLE;27
27290;ILLEVILLE SUR MONTFORT;27
27770;ILLIERS L EVEQUE;27
27400;INCARVILLE;27
27520;INFREVILLE;27
27930;IRREVILLE;27
27110;IVILLE;27
27540;IVRY LA BATAILLE;27
27410;JONQUERETS DE LIVET;27
27260;JOUVEAUX;27
27120;JOUY SUR EURE;27
27250;JUIGNETTES;27
27220;JUMELLES;27
27210;LA LANDE ST LEGER;27
27410;LANDEPEREUSE;27
27350;LE LANDIN;27
27470;LAUNAY;27
27690;LERY;27
27910;LETTEGUIVES;27
27560;LIEUREY;27
27220;LIGNEROLLES;27
27480;LILLY;27
27440;LISORS;27
27800;LIVET SUR AUTHOU;27
27150;LONGCHAMPS;27
27480;LORLEAU;27
27190;LOUVERSEY;27
27400;LOUVIERS;27
27650;LOUYE;27
27480;LYONS LA FORET;27
27320;MADELEINE DE NONANCOURT;27
27150;MAINNEVILLE;27
27800;MALLEVILLE SUR LE BEC;27
27300;MALOUY;27
27370;MANDEVILLE;27
27130;MANDRES;27
27210;MANNEVILLE LA RAOULT;27
27500;MANNEVILLE SUR RISLE;27
27460;LE MANOIR;27
27240;MANTHELON;27
27680;MARAIS VERNIER;27
27110;MARBEUF;27
27320;MARCILLY LA CAMPAGNE;27
27810;MARCILLY SUR EURE;27
27150;MARTAGNY;27
27210;MARTAINVILLE;27
27340;MARTOT;27
27390;MELICOURT;27
27850;MENESQUEVILLE;27
27120;MENILLES;27
27300;MENNEVAL;27
27950;MERCEY;27
27640;MEREY;27
27930;LE MESNIL FUGUET;27
27190;LE MESNIL HARDRAY;27
27400;LE MESNIL JOURDAIN;27
27390;MESNIL ROUSSET;27
27150;MESNIL SOUS VIENNE;27
27650;MESNIL SUR L ESTREE;27
27440;MESNIL VERCLIVES;27
27510;MEZIERES EN VEXIN;27
27240;LES MINIERES;27
27930;MISEREY;27
27320;MOISVILLE;27
27400;MONTAURE;27
27290;MONTFORT SUR RISLE;27
27390;MONTREUIL L ARGILLE;27
27260;MORAINVILLE JOUVEAUX;27
27240;BUIS SUR DAMVILLE;27
27150;MORGNY;27
27800;MORSAN;27
27220;MOUETTES;27
27420;MOUFLAINES;27
27220;MOUSSEAUX NEUVILLE;27
27430;MUIDS;27
27650;MUZY;27
27190;NAGEL SEEZ MESNIL;27
27550;NASSANDRES;27
27830;NEAUFLES ST MARTIN;27
27250;NEAUFLES AUVERGNY;27
27110;LE NEUBOURG;27
27730;NEUILLY;27
27150;LA NEUVE GRANGE;27
27330;LA NEUVE LYRE;27
27890;LA NEUVILLE DU BOSC;27
27800;NEUVILLE SUR AUTHOU;27
27560;NOARDS;27
27560;LA NOE POULAIN;27
27190;NOGENT LE SEC;27
27150;NOJEON EN VEXIN;27
27320;NONANCOURT;27
27930;NORMANVILLE;27
27940;NOTRE DAME DE L ISLE;27
27800;NOTRE DAME D EPINE;27
27390;NOTRE DAME DU HAMEL;27
27410;LE NOYER EN OUCHE;27
27720;NOYERS;27
27190;ORMES;27
27190;ORVAUX;27
27120;PACY SUR EURE;27
27510;PANILLEUSE;27
27320;PANLATTE;27
27180;PARVILLE;27
27170;PERRIERS LA CAMPAGNE;27
27910;PERRIERS SUR ANDELLE;27
27910;PERRUEL;27
27230;PIENCOURT;27
27400;PINTERVILLE;27
27130;PISEUX;27
27590;PITRES;27
27230;LES PLACES;27
27300;PLAINVILLE;27
27400;LES PLANCHES;27
27230;LE PLANQUAY;27
27300;PLASNES;27
27180;LE PLESSIS GROHAN;27
27120;LE PLESSIS HEBERT;27
27170;LE PLESSIS STE OPPORTUNE;27
27500;PONT AUDEMER;27
27290;PONT AUTHOU;27
27340;PONT DE L ARCHE;27
27360;PONT ST PIERRE;27
27430;PORTE JOIE;27
27190;PORTES;27
27940;PORT MORT;27
27740;POSES;27
27560;LA POTERIE MATHIEU;27
27500;LES PREAUX;27
27510;PRESSAGNY L ORGUEILLEUX;27
27220;PREY;27
27150;PROVEMONT;27
27150;PUCHAY;27
27130;PULLAY;27
27370;LA PYLE;27
27400;QUATREMARE;27
27220;QUESSIGNY;27
27680;QUILLEBEUF SUR SEINE;27
27110;QUITTEBEUF;27
27380;RADEPONT;27
27910;RENNEVILLE;27
27930;REUILLY;27
27420;RICHEVILLE;27
27240;ROMAN;27
27170;ROMILLY LA PUTHENAYE;27
27610;ROMILLY SUR ANDELLE;27
27240;LE RONCENAY;27
27700;LA ROQUETTE;27
27790;ROSAY SUR LIEURE;27
27350;ROUGEMONTIERS;27
27110;ROUGE PERRIERS;27
27270;LA ROUSSIERE;27
27350;ROUTOT;27
27120;ROUVRAY;27
27250;RUGLES;27
27240;LE SACQ;27
27930;SACQUENVILLE;27
27390;ST AGNAN DE CERNIERE;27
27370;ST AMAND DES HAUTES TERRE;27
27220;ST ANDRE DE L EURE;27
27250;ST ANTONIN DE SOMMAIRE;27
27390;ST AQUILIN D AUGERONS;27
27120;ST AQUILIN DE PACY;27
27110;ST AUBIN D ECROSVILLE;27
27230;ST AUBIN DE SCELLON;27
27410;ST AUBIN DES HAYES;27
27270;ST AUBIN DU THENNEY;27
27410;ST AUBIN LE GUICHARD;27
27300;ST AUBIN LE VERTUEUX;27
27600;ST AUBIN SUR GAILLON;27
27680;ST AUBIN SUR QUILLEBEUF;27
27600;STE BARBE SUR GAILLON;27
27450;ST BENOIT DES OMBRES;27
27820;ST CHRISTOPHE SUR AVRE;27
27450;ST CHRISTOPHE SUR CONDE;27
27300;ST CLAIR D ARCEY;27
27110;STE COLOMBE LA COMMANDERI;27
27950;STE COLOMBE PRES VERNON;27
27500;STE CROIX SUR AIZIER;27
27800;ST CYR DE SALERNE;27
27100;LE VAUDREUIL;27
27370;ST CYR LA CAMPAGNE;27
27390;ST DENIS D AUGERONS;27
27520;ST DENIS DES MONTS;27
27160;ST DENIS DU BEHELAN;27
27140;ST DENIS LE FERMENT;27
27370;ST DIDIER DES BOIS;27
27190;ST ELIER;27
27800;ST ELOI DE FOURQUES;27
27430;ST ETIENNE DU VAUVRAY;27
27450;ST ETIENNE L ALLIER;27
27920;ST ETIENNE SOUS BAILLEUL;27
27620;STE GENEVIEVE LES GASNY;27
27560;ST GEORGES DU MESNIL;27
27450;ST GEORGES DU VIEVRE;27
27710;ST GEORGES MOTEL;27
27220;ST GERMAIN DE FRESNEY;27
27370;ST GERMAIN DE PASQUIER;27
27930;ST GERMAIN DES ANGLES;27
27230;ST GERMAIN LA CAMPAGNE;27
27320;ST GERMAIN SUR AVRE;27
27500;ST GERMAIN VILLAGE;27
27450;ST GREGOIRE DU VIEVRE;27
27560;ST JEAN DE LA LECQUERAYE;27
27270;ST JEAN DU THENNEY;27
27600;ST JULIEN DE LA LIEGUE;27
27950;ST JUST;27
27220;ST LAURENT DES BOIS;27
27390;ST LAURENT DU TENCEMENT;27
27300;ST LEGER DE ROTES;27
27520;ST LEGER DU GENNETEY;27
27210;ST LEGER SUR BONNEVILLE;27
27930;ST LUC;27
27210;ST MACLOU;27
27950;ST MARCEL;27
27500;ST MARDS DE BLACARVILLE;27
27230;ST MARDS DE FRESNE;27
27160;STE MARGUERITE DE L AUTEL;27
27410;STE MARGUERITE EN OUCHE;27
27150;STE MARIE DE VATIMESNIL;27
27190;STE MARTHE;27
27300;ST MARTIN DU TILLEUL;27
27930;ST MARTIN LA CAMPAGNE;27
27450;ST MARTIN ST FIRMIN;27
27370;ST MESLIN DU BOSC;27
27160;ST NICOLAS D ATTEZ;27
27370;ST NICOLAS DU BOSC;27
27300;ST NICOLAS DU BOSC L ABBE;27
27110;STE OPPORTUNE BOSC;27
27680;STE OPPORTUNE LA MARE;27
27160;ST OUEN D ATTEZ;27
27370;ST OUEN DE PONTCHEUIL;27
27310;ST OUEN DE THOUBERVILLE;27
27680;ST OUEN DES CHAMPS;27
27670;ST OUEN DU TILLEUL;27
27140;ST PAER;27
27800;ST PAUL DE FOURQUES;27
27500;ST PAUL SUR RISLE;27
27520;ST PHILBERT SUR BOISSE;27
27290;ST PHILBERT SUR RISLE;27
27950;ST PIERRE D AUTILS;27
27920;ST PIERRE DE BAILLEUL;27
27390;ST PIERRE DE CERNIERES;27
27260;ST PIERRE DE CORMEILLES;27
27800;ST PIERRE DE SALERNE;27
27370;ST PIERRE DES FLEURS;27
27450;ST PIERRE DES IFS;27
27370;ST PIERRE DU BOSGUERARD;27
27330;ST PIERRE DU MESNIL;27
27210;ST PIERRE DU VAL;27
27430;ST PIERRE DU VAUVRAY;27
27600;ST PIERRE LA GARENNE;27
27270;ST QUENTIN DES ISLES;27
27680;ST SAMSON DE LA ROQUE;27
27180;ST SEBASTIEN DE MORSENT;27
27560;ST SIMEON;27
27210;ST SULPICE DE GRIMBOUVILL;27
27260;ST SYLVESTRE DE CORMEILLE;27
27500;ST SYMPHORIEN;27
27680;ST THURIEN;27
27300;ST VICTOR DE CHRETIENVILL;27
27800;ST VICTOR D EPINE;27
27130;ST VICTOR SUR AVRE;27
27930;ST VIGOR;27
27950;ST VINCENT DES BOIS;27
27230;ST VINCENT DU BOULAY;27
27150;SANCOURT;27
27930;SASSEY;27
27370;LA SAUSSAYE;27
27150;SAUSSAY LA CAMPAGNE;27
27190;SEBECOURT;27
27500;SELLES;27
27220;SEREZ;27
27470;SERQUIGNY;27
27400;SURTAUVILLE;27
27400;SURVILLE;27
27420;SUZAY;27
27520;THEILLEMENT;27
27230;LE THEIL NOLENT;27
27330;THEVRAY;27
27230;THIBERVILLE;27
27800;THIBOUVILLE;27
27290;THIERVILLE;27
27150;LE THIL;27
27420;LES THILLIERS VEXIN;27
27240;THOMER LA SOGNE;27
27700;LE THUIT;27
27370;LE THUIT ANGER;27
27520;THUIT HEBERT;27
27370;LE THUIT SIGNOL;27
27370;LE THUIT SIMER;27
27170;TILLEUL DAME AGNES;27
27110;LE TILLEUL LAMBERT;27
27170;LE TILLEUL OTHON;27
27570;TILLIERES SUR AVRE;27
27510;TILLY;27
27500;TOCQUEVILLE;27
27210;LE TORPT;27
27700;TOSNY;27
27340;TOSTES;27
27440;TOUFFREVILLE;27
27180;TOURNEDOS BOIS HUBERT;27
27100;TOURNEDOS SUR SEINE;27
27930;TOURNEVILLE;27
27510;TOURNY;27
27370;TOURVILLE LA CAMPAGNE;27
27500;TOURVILLE SUR PONT AUDEME;27
27500;TOUTAINVILLE;27
27290;TOUVILLE SUR MONTFORT;27
27110;LE TREMBLAY OMONVILLE;27
27930;LA TRINITE;27
27270;LA TRINITE DE REVILLE;27
27310;TRINITE DE THOUBERVILLE;27
27500;TRICQUEVILLE;27
27110;LE TRONCQ;27
27480;LE TRONQUAY;27
27680;TROUVILLE LA HAULE;27
27400;LA VACHERIE;27
27300;VALAILLES;27
27120;LE VAL DAVID;27
27350;VALLETOT;27
27380;VANDRIMARE;27
27210;VANNECROCQ;27
27910;VASCOEUIL;27
27430;VATTEVILLE;27
27120;VAUX SUR EURE;27
27250;VAUX SUR RISLE;27
27940;VENABLES;27
27110;VENON;27
27180;LES VENTES;27
27130;VERNEUIL SUR AVRE;27
27390;VERNEUSSES;27
27200;VERNON;27
27870;VESLY;27
27700;VEZILLON;27
27930;LE VIEIL EVREUX;27
27330;LA VIEILLE LYRE;27
27680;VIEUX PORT;27
27600;VIEUX VILLEZ;27
27240;VILLALET;27
27120;VILLEGATS;27
27420;VILLERS EN VEXIN;27
27940;VILLERS SUR LE ROULE;27
27110;VILLETTES;27
27240;SYLVAINS LES MOULINS;27
27950;VILLEZ SOUS BAILLEUL;27
27110;VILLEZ SUR LE NEUBOURG;27
27640;VILLIERS EN DESOEUVRE;27
27400;VIRONVAY;27
27110;VITOT;27
27520;VOISCREVILLE;27
27370;VRAIVILLE;27
27100;VAL DE REUIL;27
27000;LA MADELEINE;27
27250;NEAUFLES SUR RISLE;27
27230;BOURNAINVILLE;27
27210;LA LANDE;27
27630;HEUBECOURT;27
28570;ABONDANT;28
28310;ALLAINES MERVILLIERS;28
28500;ALLAINVILLE;28
28150;ALLONNES;28
28800;ALLUYES;28
28300;AMILLY;28
28260;ANET;28
28170;ARDELLES;28
28700;ARDELU;28
28420;ARGENVILLIERS;28
28320;ARMENONVILLE LES GATINEAU;28
28290;ARROU;28
28700;AUNAY SOUS AUNEAU;28
28500;AUNAY SOUS CRECY;28
28700;AUNEAU;28
28330;LES AUTELS VILLEVILLON;28
28220;AUTHEUIL;28
28330;AUTHON DU PERCHE;28
28140;BAIGNEAUX;28
28150;BAIGNOLET;28
28120;BAILLEAU LE PIN;28
28300;BAILLEAU L EVEQUE;28
28320;BAILLEAU ARMENONVILLE;28
28630;BARJOUVILLE;28
28310;BARMAINVILLE;28
28310;BAUDREVILLE;28
28330;LA BAZOCHE GOUET;28
28140;BAZOCHES EN DUNOIS;28
28140;BAZOCHES LES HAUTES;28
28270;BEAUCHE;28
28420;BEAUMONT LES AUTELS;28
28150;BEAUVILLIERS;28
28240;BELHOMERT GUEHOUVILLE;28
28300;BERCHERES ST GERMAIN;28
28630;BERCHERES LES PIERRES;28
28560;BERCHERES SUR VESGRE;28
28270;BEROU LA MULOTIERE;28
28330;BETHONVILLIERS;28
28700;BEVILLE LE COMTE;28
28190;BILLANCELLES;28
28120;BLANDAINVILLE;28
28700;BLEURY;28
28170;BLEVY;28
28220;BOISGASSON;28
28500;BOISSY EN DROUAIS;28
28340;BOISSY LES PERCHE;28
28150;BOISVILLE LA ST PERE;28
28360;LA BOURDINIERE ST LOUP;28
28150;BONCE;28
28260;BONCOURT;28
28800;BONNEVAL;28
28130;BOUGLAINVAL;28
28170;BOULLAY LES DEUX EGLISES;28
28210;LE BOULLAY MIVOYE;28
28210;LE BOULLAY THIERRY;28
28410;BOUTIGNY PROUAIS;28
28800;BOUVILLE;28
28210;BRECHAMPS;28
28270;BREZOLLES;28
28300;BRICONVILLE;28
28160;BROU;28
28410;BROUE;28
28400;BRUNELLES;28
28410;BU;28
28800;BULLAINVILLE;28
28160;BULLOU;28
28120;CERNAY;28
28300;CHALLET;28
28410;CHAMPAGNE;28
28300;CHAMPHOL;28
28240;CHAMPROND EN GATINE;28
28400;CHAMPROND EN PERCHET;28
28700;CHAMPSERU;28
28700;CHAPELLE D AUNAINVILLE;28
28200;LA CHAPELLE DU NOYER;28
28500;CHAPELLE FORAINVILLIERS;28
28340;LA CHAPELLE FORTIN;28
28330;CHAPELLE GUILLAUME;28
28290;CHAPELLE ROYALE;28
28330;CHARBONNIERES;28
28120;CHARONVILLE;28
28500;CHARPONT;28
28220;CHARRAY;28
28130;CHARTAINVILLIERS;28
28000;CHARTRES;28
28480;CHASSANT;28
28270;CHATAINCOURT;28
28200;CHATEAUDUN;28
28170;CHATEAUNEUF EN THYMERAIS;28
28270;LES CHATELETS;28
28120;LES CHATELLIERS NOTRE DAM;28
28700;CHATENAY;28
28290;CHATILLON EN DUNOIS;28
28210;CHAUDON;28
28120;CHAUFFOURS;28
28260;LA CHAUSSEE D IVRY;28
28170;CHENE CHENU;28
28500;CHERISY;28
28190;CHUISNES;28
28300;CINTRAY;28
28200;CIVRY;28
